Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
67,470,Friesian,10.1,Severe,Lumpy Skin Disease,2.6,Monaragala,12.76,147.8,1299.0,70.8,52.5,Grass
27,353,Ayrshire,24.9,Healthy,None,3.2,Matale,11.32,122.0,1101.0,73.0,40.4,Concentrate
77,396,Ayrshire,15.1,Mild,Foot Rot,3.6,Anuradhapura,11.41,122.7,1090.0,63.0,38.5,Mixed
106,541,Jersey,4.9,Healthy,None,3.9,Monaragala,14.02,163.1,1421.0,82.9,42.8,Grass
66,374,Jersey,0.0,Mild,Lumpy Skin Disease,2.6,Kurunegala,9.35,99.7,969.0,52.5,33.4,Grass
46,364,Friesian,9.7,Healthy,None,3.3,Puttalam,10.07,111.9,940.0,52.2,39.9,Grass
75,502,Friesian,13.1,Healthy,None,2.9,Matale,13.86,163.3,1395.0,84.9,49.6,Grass
35,267,Jersey,11.9,Healthy,None,2.5,Puttalam,7.87,84.2,822.0,51.0,25.6,Grass
52,267,Ayrshire,4.5,Healthy,None,3.4,Puttalam,7.13,81.8,633.0,41.8,20.1,Grass
19,443,Local,15.5,Healthy,None,3.8,Matale,12.63,140.5,1224.0,73.1,40.1,Mixed
78,589,Jersey,8.0,Healthy,None,3.3,Polonnaruwa,15.53,170.0,1594.0,71.9,63.6,Grass
91,462,Local,10.6,Severe,Foot Rot,3.6,Polonnaruwa,12.61,138.4,1247.0,64.5,39.3,Grass
115,340,Ayrshire,17.1,Healthy,None,3.1,Matale,10.21,111.2,1033.0,59.8,42.2,Mixed
86,324,Ayrshire,10.3,Healthy,None,3.5,Badulla,9.13,100.8,930.0,52.1,37.9,Grass
32,516,Ayrshire,15.2,Severe,Mastitis,2.7,Monaragala,14.42,166.8,1316.0,77.4,58.4,Mixed
47,528,Ayrshire,5.4,Healthy,None,2.9,Badulla,13.74,152.5,1247.0,73.4,57.6,Grass
65,280,Local,19.6,Mild,Foot Rot,3.6,Kurunegala,8.96,94.2,871.0,43.9,34.3,Mixed
92,364,Ayrshire,6.4,Healthy,None,2.4,Puttalam,9.74,111.2,862.0,53.3,34.2,Grass
24,377,Ayrshire,18.4,Mild,Lumpy Skin Disease,2.4,Matale,11.27,123.9,1113.0,70.0,43.8,Mixed
37,375,Ayrshire,14.5,Healthy,None,2.7,Polonnaruwa,10.82,126.1,950.0,65.3,37.1,Grass
27,412,Ayrshire,20.1,Mild,Foot Rot,2.6,Kurunegala,12.31,144.3,1203.0,65.3,43.7,Mixed
99,353,Jersey,17.7,Severe,Foot Rot,3.1,Badulla,10.6,121.5,1093.0,57.5,35.3,Mixed
85,593,Local,13.3,Mild,Foot Rot,2.0,Puttalam,16.16,189.2,1539.0,93.1,58.4,Grass
112,378,Local,1.0,Healthy,None,2.9,Kurunegala,9.55,110.3,994.0,62.0,35.2,Grass
44,600,Ayrshire,13.2,Mild,Lumpy Skin Disease,2.4,Puttalam,16.32,181.3,1634.0,98.0,61.6,Grass
85,299,Jersey,6.6,Severe,Foot Rot,3.3,Monaragala,8.13,87.0,809.0,52.1,23.8,Grass
109,339,Jersey,14.8,Healthy,None,2.9,Puttalam,9.96,114.3,847.0,63.5,41.8,Grass
41,428,Jersey,15.9,Mild,Lumpy Skin Disease,2.4,Polonnaruwa,12.29,142.9,1068.0,67.6,39.1,Mixed
53,282,Jersey,10.2,Healthy,None,3.8,Monaragala,8.07,94.2,829.0,51.1,23.6,Grass
18,276,Jersey,12.3,Healthy,None,3.1,Puttalam,8.13,87.7,724.0,51.5,28.5,Grass
78,347,Ayrshire,23.5,Mild,Foot Rot,2.3,Puttalam,11.03,115.9,1155.0,62.4,42.5,Concentrate
64,476,Friesian,16.0,Healthy,None,3.8,Anuradhapura,13.5,155.7,1305.0,72.5,40.4,Mixed
36,437,Friesian,10.4,Healthy,None,3.4,Polonnaruwa,11.96,128.3,1146.0,75.5,38.7,Grass
98,357,Ayrshire,7.1,Healthy,None,2.7,Anuradhapura,9.64,101.9,951.0,59.3,39.7,Grass
44,260,Jersey,13.9,Mild,Foot Rot,3.4,Puttalam,7.89,87.4,753.0,48.0,29.2,Grass
77,590,Jersey,17.6,Healthy,None,3.8,Puttalam,16.51,175.0,1470.0,74.8,59.0,Mixed
23,302,Local,11.7,Healthy,None,3.6,Anuradhapura,8.72,96.0,897.0,48.2,24.6,Grass
107,457,Ayrshire,10.3,Healthy,None,3.5,Polonnaruwa,12.46,139.2,1261.0,75.6,46.5,Grass
91,291,Friesian,13.0,Healthy,None,3.2,Badulla,8.58,101.2,773.0,49.8,26.7,Grass
22,367,Friesian,14.1,Healthy,None,2.2,Puttalam,10.59,124.3,921.0,56.4,41.0,Grass
40,323,Ayrshire,6.4,Healthy,None,3.1,Polonnaruwa,8.72,95.2,754.0,52.3,30.9,Grass
76,565,Local,3.6,Healthy,None,3.4,Kurunegala,14.48,168.9,1333.0,87.3,42.7,Grass
83,409,Local,16.4,Healthy,None,3.2,Badulla,11.87,130.5,1242.0,63.3,34.0,Mixed
119,280,Jersey,6.4,Mild,Mastitis,3.7,Matale,7.64,83.2,740.0,44.1,26.1,Grass
102,421,Jersey,22.2,Healthy,None,3.1,Monaragala,12.75,144.4,1111.0,78.4,42.5,Concentrate
35,409,Ayrshire,14.6,Healthy,None,3.1,Polonnaruwa,11.69,123.1,1085.0,64.1,41.6,Grass
78,363,Jersey,14.7,Severe,Lumpy Skin Disease,2.9,Anuradhapura,10.55,115.6,1081.0,66.7,33.6,Grass
117,518,Jersey,11.8,Healthy,None,3.5,Kurunegala,14.13,162.0,1440.0,64.0,41.1,Grass
100,257,Local,23.7,Mild,Foot Rot,2.3,Polonnaruwa,8.8,98.3,752.0,43.9,32.8,Concentrate
99,265,Local,11.5,Healthy,None,2.4,Anuradhapura,7.78,82.6,745.0,38.7,24.2,Grass
117,312,Local,20.0,Mild,Lumpy Skin Disease,2.7,Kurunegala,9.8,108.7,982.0,51.1,37.5,Mixed
39,538,Jersey,4.8,Healthy,None,3.3,Matale,13.93,160.0,1234.0,62.8,54.3,Grass
103,531,Friesian,20.7,Healthy,None,3.3,Polonnaruwa,15.35,174.2,1319.0,87.1,64.5,Mixed
35,306,Local,13.0,Mild,Foot Rot,3.2,Anuradhapura,8.95,94.0,935.0,43.1,32.7,Grass
60,273,Ayrshire,19.1,Mild,Lumpy Skin Disease,2.6,Matale,8.73,100.0,914.0,41.7,33.6,Mixed
26,368,Ayrshire,11.4,Healthy,None,2.8,Badulla,10.34,111.9,1078.0,62.0,34.2,Grass
114,336,Local,6.2,Healthy,None,2.8,Matale,9.02,99.4,794.0,58.1,32.3,Grass
54,401,Friesian,17.5,Mild,Foot Rot,3.3,Matale,11.78,136.6,1115.0,62.3,37.2,Mixed
92,553,Ayrshire,15.2,Healthy,None,3.1,Anuradhapura,15.35,175.8,1537.0,91.7,43.4,Mixed
21,517,Local,14.6,Healthy,None,2.6,Anuradhapura,14.39,166.5,1306.0,76.6,45.2,Grass
93,582,Friesian,10.5,Healthy,None,3.1,Badulla,15.6,180.3,1430.0,72.0,61.8,Grass
83,503,Friesian,13.4,Healthy,None,3.2,Puttalam,13.92,146.7,1271.0,78.1,56.7,Grass
80,337,Friesian,11.3,Healthy,None,2.8,Anuradhapura,9.56,101.0,861.0,47.9,34.4,Grass
90,304,Friesian,27.8,Healthy,None,3.5,Badulla,10.38,115.5,934.0,61.5,29.5,Concentrate
50,432,Local,14.1,Healthy,None,2.9,Polonnaruwa,12.21,142.3,1206.0,77.3,43.2,Grass
104,499,Jersey,9.7,Healthy,None,2.9,Puttalam,13.45,154.9,1304.0,71.4,55.5,Grass
35,362,Local,13.5,Healthy,None,2.1,Kurunegala,10.4,110.0,945.0,65.1,36.0,Grass
36,253,Friesian,4.2,Healthy,None,2.7,Polonnaruwa,6.75,72.6,644.0,33.2,24.9,Grass
34,523,Ayrshire,13.0,Healthy,None,2.9,Anuradhapura,14.38,155.0,1293.0,75.2,48.4,Grass
68,561,Ayrshire,19.4,Healthy,None,2.3,Polonnaruwa,15.96,176.7,1399.0,101.1,54.0,Mixed
89,276,Jersey,8.2,Mild,Mastitis,3.8,Anuradhapura,7.72,85.3,718.0,42.8,26.6,Grass
51,581,Friesian,12.7,Healthy,None,3.4,Matale,15.79,170.8,1464.0,79.5,57.7,Grass
47,563,Jersey,22.3,Healthy,None,2.7,Anuradhapura,16.3,191.4,1634.0,85.0,59.3,Concentrate
112,453,Friesian,11.5,Healthy,None,2.9,Monaragala,12.48,139.8,1147.0,60.7,49.0,Grass
77,371,Ayrshire,2.2,Mild,Mastitis,2.8,Badulla,9.5,100.9,856.0,58.1,33.1,Grass
56,483,Ayrshire,16.4,Healthy,None,3.3,Kurunegala,13.72,152.8,1351.0,79.7,54.9,Mixed
53,551,Friesian,15.1,Healthy,None,2.8,Monaragala,15.29,168.8,1463.0,87.2,50.6,Mixed
67,422,Local,8.7,Severe,Mastitis,3.6,Monaragala,11.42,129.0,992.0,72.6,42.6,Grass
105,378,Friesian,9.5,Healthy,None,3.1,Matale,10.4,112.0,1071.0,58.1,41.5,Grass
30,276,Friesian,12.8,Healthy,None,3.7,Matale,8.18,87.1,806.0,52.6,26.5,Grass
99,392,Jersey,16.9,Healthy,None,2.4,Matale,11.49,133.4,1186.0,70.2,46.6,Mixed
102,509,Local,6.1,Mild,Mastitis,3.3,Puttalam,13.34,151.8,1247.0,84.7,48.3,Grass
58,509,Local,11.7,Healthy,None,2.8,Matale,13.9,153.4,1267.0,64.5,39.5,Grass
60,475,Local,17.1,Healthy,None,3.1,Badulla,13.59,158.8,1411.0,71.6,53.4,Mixed
38,531,Friesian,12.3,Healthy,None,3.4,Puttalam,14.51,155.1,1457.0,89.7,44.0,Grass
115,537,Ayrshire,10.1,Severe,Mastitis,3.8,Puttalam,14.44,156.5,1503.0,81.8,53.1,Grass
21,576,Ayrshire,8.1,Healthy,None,3.3,Polonnaruwa,15.21,173.5,1499.0,85.5,49.7,Grass
42,488,Jersey,19.2,Healthy,None,2.3,Matale,14.12,162.8,1261.0,88.9,43.6,Mixed
59,438,Local,10.3,Severe,Mastitis,3.6,Polonnaruwa,11.98,133.5,1048.0,71.9,47.5,Grass
88,298,Ayrshire,17.8,Mild,Mastitis,2.9,Polonnaruwa,9.23,97.0,922.0,46.6,36.0,Mixed
70,273,Jersey,8.3,Healthy,None,3.5,Monaragala,7.66,89.0,670.0,45.6,24.8,Grass
23,477,Local,17.9,Healthy,None,2.4,Badulla,13.71,151.3,1368.0,66.5,49.2,Mixed
60,406,Jersey,6.0,Healthy,None,3.1,Matale,10.75,115.8,971.0,69.8,40.8,Grass
112,556,Jersey,15.1,Mild,Lumpy Skin Disease,2.9,Anuradhapura,15.41,164.1,1573.0,97.7,53.5,Mixed
70,458,Ayrshire,15.4,Severe,Lumpy Skin Disease,2.6,Matale,12.99,148.8,1199.0,81.9,44.8,Mixed
107,591,Jersey,1.4,Severe,Lumpy Skin Disease,2.8,Matale,14.92,174.3,1540.0,92.2,48.5,Grass
113,323,Ayrshire,12.3,Healthy,None,2.9,Kurunegala,9.31,104.9,940.0,54.8,32.5,Grass
89,415,Jersey,6.2,Mild,Mastitis,2.1,Kurunegala,11.0,126.5,959.0,55.9,34.3,Grass
50,281,Jersey,9.4,Healthy,None,3.4,Kurunegala,7.97,93.6,687.0,40.5,24.6,Grass
70,599,Local,18.3,Mild,Lumpy Skin Disease,3.6,Anuradhapura,16.8,184.1,1589.0,109.2,57.3,Mixed
75,544,Local,7.9,Healthy,None,2.4,Monaragala,14.39,159.1,1436.0,74.1,48.6,Grass
115,401,Jersey,14.5,Severe,Lumpy Skin Disease,3.3,Anuradhapura,11.48,122.9,1141.0,72.7,43.2,Grass
83,530,Friesian,14.0,Healthy,None,2.0,Monaragala,14.65,167.5,1381.0,69.9,58.8,Grass
74,267,Jersey,7.7,Mild,Lumpy Skin Disease,3.0,Matale,7.45,80.6,644.0,43.1,31.2,Grass
26,413,Ayrshire,14.4,Severe,Lumpy Skin Disease,3.4,Puttalam,11.77,137.1,1030.0,62.8,46.6,Grass
77,512,Jersey,12.7,Severe,Mastitis,3.2,Kurunegala,14.07,160.2,1319.0,63.9,53.1,Grass
58,429,Friesian,12.4,Mild,Mastitis,3.3,Monaragala,11.97,131.8,1033.0,60.0,45.3,Grass
78,365,Friesian,13.6,Mild,Mastitis,3.0,Puttalam,10.48,120.8,1032.0,64.3,39.8,Grass
74,472,Local,10.7,Severe,Lumpy Skin Disease,3.0,Anuradhapura,12.87,146.1,1177.0,76.9,39.3,Grass
98,583,Friesian,14.4,Mild,Lumpy Skin Disease,3.1,Matale,16.02,188.6,1451.0,82.8,60.6,Grass
113,472,Friesian,13.9,Healthy,None,3.7,Matale,13.19,149.9,1218.0,82.8,41.4,Grass
22,420,Local,13.3,Healthy,None,2.7,Monaragala,11.83,126.0,1095.0,72.3,47.3,Grass
101,536,Local,16.4,Healthy,None,2.3,Kurunegala,15.04,164.4,1390.0,80.0,48.8,Mixed
74,255,Ayrshire,6.6,Mild,Lumpy Skin Disease,3.2,Kurunegala,7.04,74.0,734.0,33.9,29.0,Grass
89,454,Local,14.6,Mild,Lumpy Skin Disease,2.4,Matale,12.81,139.3,1121.0,62.5,52.5,Grass
92,529,Local,10.1,Mild,Lumpy Skin Disease,2.7,Puttalam,14.24,159.9,1380.0,89.0,44.8,Grass
21,267,Local,9.6,Healthy,None,3.5,Monaragala,7.64,83.5,702.0,40.0,26.6,Grass
93,478,Ayrshire,15.5,Healthy,None,3.0,Anuradhapura,13.5,152.0,1276.0,74.8,48.9,Mixed
26,338,Local,9.3,Mild,Lumpy Skin Disease,2.3,Kurunegala,9.38,107.8,844.0,58.5,33.2,Grass
103,283,Local,19.1,Healthy,None,3.3,Puttalam,8.98,96.2,799.0,45.2,34.7,Mixed
53,599,Local,8.5,Healthy,None,3.4,Anuradhapura,15.83,169.3,1567.0,100.2,61.4,Grass
37,322,Jersey,11.6,Mild,Lumpy Skin Disease,2.9,Kurunegala,9.21,107.5,925.0,42.2,34.5,Grass
18,304,Ayrshire,14.2,Healthy,None,2.6,Matale,9.02,96.0,872.0,48.6,33.0,Grass
52,272,Ayrshire,10.3,Healthy,None,3.1,Monaragala,7.83,90.0,814.0,43.9,30.3,Grass
100,311,Jersey,9.5,Mild,Foot Rot,3.3,Kurunegala,8.72,92.8,873.0,49.7,24.5,Grass
84,259,Ayrshire,21.3,Healthy,None,2.6,Matale,8.61,99.4,837.0,39.0,34.4,Mixed
23,529,Friesian,3.7,Healthy,None,2.0,Kurunegala,13.6,146.2,1233.0,84.0,44.6,Grass
88,307,Friesian,11.2,Healthy,None,2.7,Badulla,8.79,103.5,872.0,45.6,32.5,Grass
102,471,Friesian,13.0,Healthy,None,3.1,Badulla,13.08,153.7,1315.0,85.0,38.4,Grass
71,541,Ayrshire,4.0,Healthy,None,2.1,Polonnaruwa,13.93,162.4,1452.0,64.8,56.8,Grass
73,479,Local,13.5,Mild,Mastitis,3.1,Matale,13.33,148.7,1173.0,78.3,50.9,Grass
85,347,Local,9.9,Mild,Mastitis,2.2,Monaragala,9.67,107.3,978.0,55.5,38.2,Grass
51,549,Ayrshire,14.4,Healthy,None,3.6,Anuradhapura,15.17,176.0,1407.0,94.4,45.6,Grass
46,290,Ayrshire,13.4,Mild,Lumpy Skin Disease,2.6,Kurunegala,8.59,94.9,848.0,47.2,34.9,Grass
115,464,Local,12.2,Healthy,None,2.3,Polonnaruwa,12.82,148.8,1325.0,73.9,39.7,Grass
91,569,Ayrshire,17.3,Mild,Lumpy Skin Disease,3.0,Badulla,15.96,172.5,1517.0,93.4,53.5,Mixed
30,453,Ayrshire,3.2,Healthy,None,2.8,Polonnaruwa,11.65,130.3,1024.0,69.3,47.8,Grass
42,316,Jersey,14.3,Mild,Mastitis,2.8,Matale,9.33,103.7,821.0,47.0,35.6,Grass
80,447,Ayrshire,10.6,Healthy,None,2.4,Polonnaruwa,12.24,131.5,1065.0,60.4,49.1,Grass
117,435,Local,14.8,Healthy,None,2.7,Monaragala,12.36,138.5,1080.0,74.1,46.5,Grass
82,352,Jersey,1.2,Healthy,None,2.8,Polonnaruwa,8.92,104.8,851.0,46.7,32.9,Grass
36,595,Local,16.9,Healthy,None,2.8,Kurunegala,16.57,181.6,1589.0,91.5,60.1,Mixed
73,563,Local,20.7,Healthy,None,3.2,Monaragala,16.14,182.3,1429.0,94.1,58.7,Mixed
36,484,Local,13.7,Mild,Mastitis,2.9,Polonnaruwa,13.47,145.6,1290.0,62.8,41.0,Grass
47,380,Friesian,11.7,Healthy,None,2.9,Polonnaruwa,10.67,120.5,1037.0,64.1,35.0,Grass
99,490,Friesian,10.5,Healthy,None,3.3,Matale,13.3,156.3,1377.0,82.5,39.7,Grass
20,295,Local,7.3,Healthy,None,2.5,Monaragala,8.11,92.3,694.0,38.6,26.1,Grass
20,318,Local,6.4,Mild,Foot Rot,4.0,Polonnaruwa,8.59,93.4,808.0,52.0,32.1,Grass
30,578,Ayrshire,14.7,Mild,Foot Rot,3.2,Badulla,15.92,168.7,1590.0,77.6,49.9,Grass
33,520,Local,6.7,Mild,Foot Rot,3.3,Puttalam,13.67,151.1,1290.0,77.2,39.2,Grass
72,577,Local,11.4,Severe,Lumpy Skin Disease,3.1,Kurunegala,15.57,173.0,1525.0,74.3,44.7,Grass
28,588,Friesian,7.1,Healthy,None,3.1,Matale,15.41,172.8,1467.0,77.0,53.3,Grass
40,451,Friesian,9.9,Mild,Foot Rot,2.6,Polonnaruwa,12.27,137.5,1158.0,66.9,45.0,Grass
100,363,Jersey,15.7,Mild,Foot Rot,2.2,Matale,10.65,124.7,936.0,54.8,38.6,Mixed
34,318,Ayrshire,14.8,Healthy,None,3.3,Puttalam,9.43,109.9,894.0,50.9,28.8,Grass
50,435,Local,7.6,Mild,Mastitis,2.6,Polonnaruwa,11.63,124.6,1013.0,71.0,41.1,Grass
41,297,Friesian,10.9,Severe,Lumpy Skin Disease,3.1,Anuradhapura,8.52,95.3,798.0,38.9,32.3,Grass
85,367,Local,11.2,Mild,Foot Rot,3.2,Monaragala,10.29,114.6,1046.0,64.3,31.4,Grass
20,591,Ayrshire,20.8,Healthy,None,2.7,Anuradhapura,16.86,196.8,1644.0,105.7,65.4,Mixed
65,589,Ayrshire,3.4,Healthy,None,3.4,Monaragala,15.07,167.5,1546.0,85.2,62.3,Grass
49,599,Jersey,20.4,Healthy,None,3.2,Polonnaruwa,17.02,184.1,1666.0,78.4,71.3,Mixed
57,458,Friesian,6.6,Mild,Foot Rot,2.9,Badulla,12.11,137.6,1186.0,68.8,38.8,Grass
74,580,Local,6.4,Healthy,None,3.3,Puttalam,15.14,174.6,1444.0,91.2,53.3,Grass
45,462,Friesian,5.2,Mild,Foot Rot,2.8,Monaragala,12.07,131.8,1199.0,73.2,39.3,Grass
92,319,Friesian,7.0,Healthy,None,3.1,Polonnaruwa,8.68,97.5,868.0,42.1,35.9,Grass
98,276,Friesian,10.2,Healthy,None,3.1,Badulla,7.92,87.9,752.0,44.7,23.7,Grass
43,508,Local,12.1,Mild,Lumpy Skin Disease,2.5,Badulla,13.91,151.3,1449.0,88.8,56.0,Grass
77,541,Friesian,15.1,Mild,Foot Rot,3.0,Kurunegala,15.04,170.2,1325.0,93.7,45.0,Mixed
88,580,Friesian,7.1,Healthy,None,4.1,Badulla,15.21,160.3,1519.0,73.9,60.0,Grass
71,555,Friesian,14.4,Healthy,None,2.9,Polonnaruwa,15.31,167.1,1400.0,78.8,50.2,Grass
92,271,Local,19.1,Healthy,None,3.9,Matale,8.69,98.4,875.0,56.3,24.5,Mixed
19,250,Ayrshire,11.3,Healthy,None,3.2,Badulla,7.38,80.9,730.0,46.5,23.5,Grass
40,497,Ayrshire,7.1,Mild,Foot Rot,2.9,Anuradhapura,13.14,149.8,1369.0,70.3,49.7,Grass
97,402,Jersey,11.0,Mild,Lumpy Skin Disease,3.1,Kurunegala,11.15,118.7,975.0,60.5,42.8,Grass
41,584,Jersey,13.7,Mild,Lumpy Skin Disease,3.3,Puttalam,15.97,172.0,1659.0,82.3,65.8,Grass
65,595,Local,13.2,Mild,Lumpy Skin Disease,2.4,Puttalam,16.2,179.5,1458.0,96.3,64.0,Grass
120,421,Local,7.3,Healthy,None,2.7,Puttalam,11.26,121.3,973.0,57.4,41.7,Grass
94,297,Ayrshire,10.6,Healthy,None,3.5,Monaragala,8.49,99.2,734.0,53.4,31.2,Grass
83,265,Local,6.2,Healthy,None,2.8,Puttalam,7.25,82.3,700.0,33.1,28.9,Grass
68,461,Local,16.8,Mild,Lumpy Skin Disease,2.9,Puttalam,13.21,146.9,1333.0,83.2,50.9,Mixed
33,337,Ayrshire,14.3,Mild,Lumpy Skin Disease,2.9,Badulla,9.86,108.5,937.0,60.3,38.4,Grass
24,361,Jersey,13.3,Healthy,None,2.9,Badulla,10.36,111.4,1073.0,64.2,37.3,Grass
36,435,Ayrshire,15.3,Healthy,None,2.2,Kurunegala,12.41,142.0,1276.0,68.0,40.3,Mixed
78,536,Friesian,10.2,Mild,Foot Rot,3.1,Monaragala,14.42,160.8,1376.0,71.4,52.4,Grass
77,447,Ayrshire,14.7,Severe,Lumpy Skin Disease,3.7,Kurunegala,12.65,145.1,1319.0,58.7,47.5,Grass
51,562,Jersey,10.0,Mild,Foot Rot,3.7,Puttalam,15.05,176.3,1312.0,85.0,45.8,Grass
60,451,Ayrshire,8.7,Healthy,None,3.7,Matale,12.14,136.6,1217.0,68.8,35.1,Grass
61,451,Local,16.1,Healthy,None,2.5,Kurunegala,12.89,135.6,1264.0,63.2,38.7,Mixed
119,277,Ayrshire,13.5,Mild,Lumpy Skin Disease,3.0,Monaragala,8.28,89.7,778.0,44.9,31.8,Grass
109,581,Friesian,15.1,Mild,Foot Rot,2.9,Monaragala,16.04,170.7,1429.0,93.2,62.1,Mixed
43,493,Jersey,10.5,Healthy,None,3.7,Monaragala,13.38,146.8,1180.0,84.9,54.1,Grass
120,554,Ayrshire,11.5,Healthy,None,3.4,Polonnaruwa,15.0,168.1,1407.0,81.6,43.3,Grass
56,514,Friesian,10.9,Healthy,None,3.8,Monaragala,13.94,164.2,1378.0,88.4,46.5,Grass
94,299,Ayrshire,8.6,Healthy,None,2.7,Badulla,8.34,93.5,871.0,53.2,23.5,Grass
34,543,Jersey,19.6,Healthy,None,2.8,Matale,15.54,177.2,1353.0,100.4,52.0,Mixed
42,491,Ayrshire,20.0,Healthy,None,3.4,Polonnaruwa,14.28,152.8,1285.0,85.9,56.9,Mixed
27,434,Local,11.2,Healthy,None,2.1,Anuradhapura,11.97,136.5,1195.0,77.6,42.3,Grass
107,570,Ayrshire,11.9,Healthy,None,3.1,Badulla,15.44,174.0,1558.0,92.7,53.5,Grass
64,422,Jersey,17.8,Healthy,None,3.8,Matale,12.33,140.6,1137.0,58.7,44.0,Mixed
80,592,Friesian,8.6,Mild,Lumpy Skin Disease,3.4,Monaragala,15.66,168.4,1577.0,75.2,47.1,Grass
109,340,Jersey,15.8,Mild,Lumpy Skin Disease,3.5,Kurunegala,10.08,118.3,966.0,54.2,36.9,Mixed
65,349,Ayrshire,14.5,Mild,Foot Rot,2.0,Badulla,10.18,115.5,926.0,65.0,34.4,Grass
57,505,Ayrshire,11.2,Healthy,None,2.4,Matale,13.74,156.3,1256.0,74.3,41.4,Grass
49,302,Friesian,11.0,Severe,Mastitis,3.5,Matale,8.65,102.1,899.0,51.5,24.8,Grass
24,526,Local,13.5,Healthy,None,3.6,Badulla,14.5,166.2,1470.0,92.6,55.8,Grass
104,423,Friesian,13.7,Mild,Lumpy Skin Disease,2.4,Badulla,11.95,133.7,1042.0,67.2,44.2,Grass
71,499,Local,0.0,Mild,Lumpy Skin Disease,3.1,Monaragala,12.48,135.2,1169.0,70.8,42.7,Grass
116,530,Local,10.9,Healthy,None,2.5,Anuradhapura,14.34,166.0,1444.0,73.0,55.5,Grass
46,369,Ayrshire,3.5,Mild,Lumpy Skin Disease,2.6,Puttalam,9.57,103.9,923.0,61.7,29.5,Grass
91,325,Jersey,11.0,Mild,Foot Rot,3.3,Kurunegala,9.22,102.0,948.0,50.7,33.8,Grass
62,250,Jersey,12.9,Healthy,None,3.8,Polonnaruwa,7.54,82.0,724.0,43.6,23.7,Grass
24,415,Jersey,6.8,Healthy,None,3.4,Anuradhapura,11.05,120.2,1010.0,63.7,34.8,Grass
114,463,Friesian,12.2,Healthy,None,3.3,Polonnaruwa,12.8,148.8,1252.0,68.5,46.5,Grass
63,550,Local,9.8,Healthy,None,3.5,Badulla,14.73,173.4,1373.0,66.8,52.2,Grass
58,547,Friesian,13.5,Healthy,None,2.7,Puttalam,15.03,159.6,1503.0,82.2,57.2,Grass
73,436,Jersey,11.9,Healthy,None,2.9,Matale,12.09,137.1,1155.0,67.1,47.5,Grass
113,554,Ayrshire,14.4,Severe,Lumpy Skin Disease,2.4,Polonnaruwa,15.29,169.5,1374.0,93.3,55.9,Grass
51,385,Local,11.9,Healthy,None,3.2,Polonnaruwa,10.81,119.6,1101.0,55.6,35.4,Grass
79,494,Local,12.2,Healthy,None,3.7,Matale,13.57,150.2,1196.0,64.9,47.6,Grass
76,477,Ayrshire,15.9,Healthy,None,3.0,Matale,13.52,156.3,1362.0,85.6,39.4,Mixed
114,538,Local,13.1,Healthy,None,3.1,Anuradhapura,14.76,164.4,1512.0,82.3,61.4,Grass
111,345,Friesian,14.0,Healthy,None,2.1,Polonnaruwa,10.03,105.7,865.0,57.0,32.6,Grass
112,308,Local,10.5,Healthy,None,2.3,Kurunegala,8.75,95.5,808.0,39.9,33.4,Grass
91,364,Ayrshire,18.4,Healthy,None,3.0,Puttalam,10.94,117.5,1019.0,68.0,42.0,Mixed
31,318,Jersey,11.0,Healthy,None,3.4,Puttalam,9.05,97.9,929.0,41.7,37.7,Grass
61,371,Jersey,14.1,Healthy,None,2.4,Polonnaruwa,10.69,123.2,1096.0,56.0,44.1,Grass
92,593,Friesian,11.6,Healthy,None,2.8,Matale,15.99,188.6,1409.0,77.9,60.5,Grass
69,250,Local,3.3,Healthy,None,2.7,Matale,6.58,75.6,602.0,35.8,24.4,Grass
36,493,Jersey,11.1,Healthy,None,2.9,Anuradhapura,13.44,157.5,1209.0,76.3,46.5,Grass
92,578,Jersey,4.6,Mild,Lumpy Skin Disease,3.6,Matale,14.91,164.5,1437.0,86.7,62.5,Grass
59,421,Friesian,11.5,Mild,Mastitis,3.0,Puttalam,11.68,133.1,1061.0,75.8,43.5,Grass
108,321,Local,14.0,Healthy,None,2.6,Kurunegala,9.43,106.5,985.0,61.1,36.6,Grass
105,291,Friesian,14.3,Severe,Foot Rot,2.8,Anuradhapura,8.71,94.1,772.0,55.7,29.3,Grass
75,514,Jersey,7.5,Healthy,None,3.3,Badulla,13.6,149.6,1160.0,78.1,50.9,Grass
62,467,Local,19.5,Healthy,None,3.4,Badulla,13.62,151.1,1245.0,77.2,54.2,Mixed
118,476,Jersey,16.6,Healthy,None,2.7,Monaragala,13.56,153.6,1303.0,80.5,49.2,Mixed
88,485,Friesian,4.0,Severe,Foot Rot,3.7,Anuradhapura,12.53,139.7,1067.0,64.6,40.6,Grass
106,531,Friesian,22.3,Healthy,None,3.8,Matale,15.51,177.8,1423.0,89.2,46.5,Concentrate
45,567,Ayrshire,10.3,Healthy,None,2.4,Anuradhapura,15.21,168.7,1505.0,69.2,44.3,Grass
23,459,Local,6.7,Healthy,None,2.2,Anuradhapura,12.15,128.6,1064.0,57.3,40.6,Grass
